2024/7/31 15:51 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1848,14:00～15:00,7/31,15:49,15,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2024/7/31,12:55,1547,864
2024/7/31,13:00,1569,875
2024/7/31,13:05,1563,868
2024/7/31,13:10,1551,850
2024/7/31,13:15,1552,848
2024/7/31,13:20,1577,855
2024/7/31,13:25,1582,850
2024/7/31,13:30,1579,846
2024/7/31,13:35,1573,837
2024/7/31,13:40,1583,838
2024/7/31,13:45,1584,831
2024/7/31,13:50,1575,822
2024/7/31,13:55,1572,812
2024/7/31,14:00,1573,818
2024/7/31,14:05,1574,812
2024/7/31,14:10,1584,814
2024/7/31,14:15,1577,799
2024/7/31,14:20,1580,786
2024/7/31,14:25,1574,779
2024/7/31,14:30,1581,781
2024/7/31,14:35,1590,775
2024/7/31,14:40,1588,761
2024/7/31,14:45,1590,761
2024/7/31,14:50,1589,749
2024/7/31,14:55,1599,749
2024/7/31,15:00,1587,733
2024/7/31,15:05,1588,725
2024/7/31,15:10,1585,717
2024/7/31,15:15,1590,700
2024/7/31,15:20,1597,688
2024/7/31,15:25,1603,678
2024/7/31,15:30,1593,659
2024/7/31,15:35,1596,649
2024/7/31,15:40,1599,628
2024/7/31,15:45,1601,
2024/7/31,15:50,,
2024/7/31,15:55,,
2024/7/31,16:00,,
2024/7/31,16:05,,
2024/7/31,16:10,,
2024/7/31,16:15,,
2024/7/31,16:20,,
2024/7/31,16:25,,
2024/7/31,16:30,,
2024/7/31,16:35,,
2024/7/31,16:40,,
2024/7/31,16:45,,
2024/7/31,16:50,,
2024/7/31,16:55,,
2024/7/31,17:00,,
2024/7/31,17:05,,
2024/7/31,17:10,,
2024/7/31,17:15,,
2024/7/31,17:20,,
2024/7/31,17:25,,
2024/7/31,17:30,,
2024/7/31,17:35,,
2024/7/31,17:40,,
2024/7/31,17:45,,
2024/7/31,17:50,,
2024/7/31,17:55,,
2024/7/31,18:00,,
2024/7/31,18:05,,
2024/7/31,18:10,,
2024/7/31,18:15,,
2024/7/31,18:20,,
2024/7/31,18:25,,
2024/7/31,18:30,,
2024/7/31,18:35,,
2024/7/31,18:40,,
2024/7/31,18:45,,
2024/7/31,18:50,,
2024/7/31,18:55,,
2024/7/31,19:00,,
2024/7/31,19:05,,
2024/7/31,19:10,,
2024/7/31,19:15,,
2024/7/31,19:20,,
2024/7/31,19:25,,
2024/7/31,19:30,,
2024/7/31,19:35,,
2024/7/31,19:40,,
2024/7/31,19:45,,
2024/7/31,19:50,,
2024/7/31,19:55,,
2024/7/31,20:00,,
2024/7/31,20:05,,
2024/7/31,20:10,,
2024/7/31,20:15,,
2024/7/31,20:20,,
2024/7/31,20:25,,
2024/7/31,20:30,,
2024/7/31,20:35,,
2024/7/31,20:40,,
2024/7/31,20:45,,
2024/7/31,20:50,,
2024/7/31,20:55,,
2024/7/31,21:00,,
2024/7/31,21:05,,
2024/7/31,21:10,,
2024/7/31,21:15,,
2024/7/31,21:20,,
2024/7/31,21:25,,
2024/7/31,21:30,,
2024/7/31,21:35,,
2024/7/31,21:40,,
2024/7/31,21:45,,
2024/7/31,21:50,,
2024/7/31,21:55,,
2024/7/31,22:00,,
2024/7/31,22:05,,
2024/7/31,22:10,,
2024/7/31,22:15,,
2024/7/31,22:20,,
2024/7/31,22:25,,
2024/7/31,22:30,,
2024/7/31,22:35,,
2024/7/31,22:40,,
2024/7/31,22:45,,
2024/7/31,22:50,,
2024/7/31,22:55,,
2024/7/31,23:00,,
2024/7/31,23:05,,
2024/7/31,23:10,,
2024/7/31,23:15,,
2024/7/31,23:20,,
2024/7/31,23:25,,
2024/7/31,23:30,,
2024/7/31,23:35,,
2024/7/31,23:40,,
2024/7/31,23:45,,
2024/7/31,23:50,,
2024/7/31,23:55,,

