2024/8/15 14:17 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1418,16:00～17:00,8/15,14:17,10,91

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2024/8/15,18:20,,
2024/8/15,18:25,,
2024/8/15,18:30,,
2024/8/15,18:35,,
2024/8/15,18:40,,
2024/8/15,18:45,,
2024/8/15,18:50,,
2024/8/15,18:55,,
2024/8/15,19:00,,
2024/8/15,19:05,,
2024/8/15,19:10,,
2024/8/15,19:15,,
2024/8/15,19:20,,
2024/8/15,19:25,,
2024/8/15,19:30,,
2024/8/15,19:35,,
2024/8/15,19:40,,
2024/8/15,19:45,,
2024/8/15,19:50,,
2024/8/15,19:55,,
2024/8/15,20:00,,
2024/8/15,20:05,,
2024/8/15,20:10,,
2024/8/15,20:15,,
2024/8/15,20:20,,
2024/8/15,20:25,,
2024/8/15,20:30,,
2024/8/15,20:35,,
2024/8/15,20:40,,
2024/8/15,20:45,,
2024/8/15,20:50,,
2024/8/15,20:55,,
2024/8/15,21:00,,
2024/8/15,21:05,,
2024/8/15,21:10,,
2024/8/15,21:15,,
2024/8/15,21:20,,
2024/8/15,21:25,,
2024/8/15,21:30,,
2024/8/15,21:35,,
2024/8/15,21:40,,
2024/8/15,21:45,,
2024/8/15,21:50,,
2024/8/15,21:55,,
2024/8/15,22:00,,
2024/8/15,22:05,,
2024/8/15,22:10,,
2024/8/15,22:15,,
2024/8/15,22:20,,
2024/8/15,22:25,,
2024/8/15,22:30,,
2024/8/15,22:35,,
2024/8/15,22:40,,
2024/8/15,22:45,,
2024/8/15,22:50,,
2024/8/15,22:55,,
2024/8/15,23:00,,
2024/8/15,23:05,,
2024/8/15,23:10,,
2024/8/15,23:15,,
2024/8/15,23:20,,
2024/8/15,23:25,,
2024/8/15,23:30,,
2024/8/15,23:35,,
2024/8/15,23:40,,
2024/8/15,23:45,,
2024/8/15,23:50,,
2024/8/15,23:55,,

